"eco_values","species","latitude","longitude","date_obs","source","coord_id","Temperatur","Moisture","Landcover","Landforms","Climate_Re","Red","Green","Blue","W_Ecosystm","color","elevation","occurrence_id.longitude.x","occurrence_id.latitude.x","tmax_mean_c","occurrence_id.longitude.y","occurrence_id.latitude.y","prec_mean_annual","occurrence_id.longitude.x.x","occurrence_id.latitude.x.x","tas_current_july_c","occurrence_id.longitude.y.y","occurrence_id.latitude.y.y","tas_future_july_2050_c","delta_tas_july_c","NDVI"
97,"Impatiens glandulifera",47.29674,7.98947,2025-04-25,"gbif","7.98947_47.29674","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",639,7.98947,47.29674,12.725,7.98947,47.29674,119.25,7.98947,47.29674,18.2500000000001,7.98947,47.29674,19.35,1.09999999999997,0.6705
97,"Impatiens glandulifera",47.29674,7.98947,2025-04-25,"gbif","7.98947_47.29674","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",639,7.98947,47.29674,12.725,7.98947,47.29674,119.25,7.98947,47.29674,18.95,7.98947,47.29674,19.35,0.399999999999977,0.6705
97,"Impatiens glandulifera",47.29674,7.98947,2025-04-25,"gbif","7.98947_47.29674","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",639,7.98947,47.29674,12.725,7.98947,47.29674,119.25,7.98947,47.29674,18.05,7.98947,47.29674,19.35,1.30000000000001,0.6705
97,"Impatiens glandulifera",47.28936,7.96187,2025-04-25,"gbif","7.96187_47.28936","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",546,7.96187,47.28936,13.2166666666667,7.96187,47.28936,110.833333333333,7.96187,47.28936,18.2500000000001,7.96187,47.28936,19.95,1.69999999999999,0.2777
97,"Impatiens glandulifera",47.28936,7.96187,2025-04-25,"gbif","7.96187_47.28936","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",546,7.96187,47.28936,13.2166666666667,7.96187,47.28936,110.833333333333,7.96187,47.28936,18.95,7.96187,47.28936,19.95,1,0.2777
97,"Impatiens glandulifera",47.28936,7.96187,2025-04-25,"gbif","7.96187_47.28936","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",546,7.96187,47.28936,13.2166666666667,7.96187,47.28936,110.833333333333,7.96187,47.28936,18.15,7.96187,47.28936,19.95,1.80000000000001,0.2777
97,"Impatiens glandulifera",47.29147,7.96268,2025-04-25,"gbif","7.96268_47.29147","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",562,7.96268,47.29147,13.2166666666667,7.96268,47.29147,110.833333333333,7.96268,47.29147,18.95,7.96268,47.29147,19.95,1,0.2804
97,"Impatiens glandulifera",47.29147,7.96268,2025-04-25,"gbif","7.96268_47.29147","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",562,7.96268,47.29147,13.2166666666667,7.96268,47.29147,110.833333333333,7.96268,47.29147,18.95,7.96268,47.29147,19.95,1,0.2804
97,"Impatiens glandulifera",47.29147,7.96268,2025-04-25,"gbif","7.96268_47.29147","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",562,7.96268,47.29147,13.2166666666667,7.96268,47.29147,110.833333333333,7.96268,47.29147,18.15,7.96268,47.29147,19.95,1.80000000000001,0.2804
97,"Impatiens glandulifera",47.27462,7.96142,2025-04-28,"gbif","7.96142_47.27462","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",506,7.96142,47.27462,13.525,7.96142,47.27462,106.25,7.96142,47.27462,18.95,7.96142,47.27462,20.35,1.39999999999998,0.1986
97,"Impatiens glandulifera",47.27462,7.96142,2025-04-28,"gbif","7.96142_47.27462","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",506,7.96142,47.27462,13.525,7.96142,47.27462,106.25,7.96142,47.27462,18.95,7.96142,47.27462,20.35,1.39999999999998,0.1986
97,"Impatiens glandulifera",47.27462,7.96142,2025-04-28,"gbif","7.96142_47.27462","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",506,7.96142,47.27462,13.525,7.96142,47.27462,106.25,7.96142,47.27462,18.15,7.96142,47.27462,20.35,2.19999999999999,0.1986
97,"Impatiens glandulifera",47.4166723112,7.5657134392,2025-09-05,"inat","7.5657134392_47.4166723112","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",460,7.5657134392,47.4166723112,13.7083333333334,7.5657134392,47.4166723112,95.8333333333333,7.5657134392,47.4166723112,18.95,7.5657134392,47.4166723112,20.35,1.39999999999998,0.6878
97,"Impatiens glandulifera",47.4166723112,7.5657134392,2025-09-05,"inat","7.5657134392_47.4166723112","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",460,7.5657134392,47.4166723112,13.7083333333334,7.5657134392,47.4166723112,95.8333333333333,7.5657134392,47.4166723112,18.95,7.5657134392,47.4166723112,20.35,1.39999999999998,0.6878
97,"Impatiens glandulifera",47.4166723112,7.5657134392,2025-09-05,"inat","7.5657134392_47.4166723112","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",460,7.5657134392,47.4166723112,13.7083333333334,7.5657134392,47.4166723112,95.8333333333333,7.5657134392,47.4166723112,18.7500000000001,7.5657134392,47.4166723112,20.35,1.59999999999997,0.6878
97,"Impatiens glandulifera",47.43495,9.1635,2025-05-25,"gbif","9.1635_47.43495","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",537,9.1635,47.43495,12.7,9.1635,47.43495,114.416666666667,9.1635,47.43495,18.95,9.1635,47.43495,19.95,1,0.4008
97,"Impatiens glandulifera",47.43495,9.1635,2025-05-25,"gbif","9.1635_47.43495","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",537,9.1635,47.43495,12.7,9.1635,47.43495,114.416666666667,9.1635,47.43495,18.95,9.1635,47.43495,19.95,1,0.4008
97,"Impatiens glandulifera",47.43495,9.1635,2025-05-25,"gbif","9.1635_47.43495","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",537,9.1635,47.43495,12.7,9.1635,47.43495,114.416666666667,9.1635,47.43495,18.7500000000001,9.1635,47.43495,19.95,1.19999999999999,0.4008
97,"Impatiens glandulifera",47.43422,9.15984,2025-04-23,"gbif","9.15984_47.43422","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",539,9.15984,47.43422,12.7,9.15984,47.43422,114.416666666667,9.15984,47.43422,18.95,9.15984,47.43422,19.95,1,0.3458
97,"Impatiens glandulifera",47.43422,9.15984,2025-04-23,"gbif","9.15984_47.43422","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",539,9.15984,47.43422,12.7,9.15984,47.43422,114.416666666667,9.15984,47.43422,17.85,9.15984,47.43422,19.95,2.10000000000002,0.3458
97,"Impatiens glandulifera",47.43422,9.15984,2025-04-23,"gbif","9.15984_47.43422","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",539,9.15984,47.43422,12.7,9.15984,47.43422,114.416666666667,9.15984,47.43422,18.7500000000001,9.15984,47.43422,19.95,1.19999999999999,0.3458
97,"Impatiens noli-tangere",47.33165,8.06705,2024-07-15,"gbif","8.06705_47.33165","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",532,8.06705,47.33165,13.1666666666667,8.06705,47.33165,114.25,8.06705,47.33165,18.95,8.06705,47.33165,19.95,1,0.1385
97,"Impatiens noli-tangere",47.33165,8.06705,2024-07-15,"gbif","8.06705_47.33165","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",532,8.06705,47.33165,13.1666666666667,8.06705,47.33165,114.25,8.06705,47.33165,17.85,8.06705,47.33165,19.95,2.10000000000002,0.1385
97,"Impatiens noli-tangere",47.33165,8.06705,2024-07-15,"gbif","8.06705_47.33165","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",532,8.06705,47.33165,13.1666666666667,8.06705,47.33165,114.25,8.06705,47.33165,10.85,8.06705,47.33165,19.95,9.10000000000002,0.1385
97,"Impatiens glandulifera",47.43744,9.16003,2025-04-23,"gbif","9.16003_47.43744","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",534,9.16003,47.43744,12.7,9.16003,47.43744,114.416666666667,9.16003,47.43744,18.85,9.16003,47.43744,19.95,1.10000000000002,0.44
97,"Impatiens glandulifera",47.43744,9.16003,2025-04-23,"gbif","9.16003_47.43744","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",534,9.16003,47.43744,12.7,9.16003,47.43744,114.416666666667,9.16003,47.43744,17.85,9.16003,47.43744,19.95,2.10000000000002,0.44
97,"Impatiens glandulifera",47.43744,9.16003,2025-04-23,"gbif","9.16003_47.43744","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",534,9.16003,47.43744,12.7,9.16003,47.43744,114.416666666667,9.16003,47.43744,10.85,9.16003,47.43744,19.95,9.10000000000002,0.44
97,"Impatiens noli-tangere",47.06216,7.99808,2023-05-22,"gbif","7.99808_47.06216","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",914,7.99808,47.06216,11.3083333333334,7.99808,47.06216,121.416666666667,7.99808,47.06216,18.85,7.99808,47.06216,17.65,-1.19999999999999,-0.0298
97,"Impatiens noli-tangere",47.06216,7.99808,2023-05-22,"gbif","7.99808_47.06216","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",914,7.99808,47.06216,11.3083333333334,7.99808,47.06216,121.416666666667,7.99808,47.06216,18.85,7.99808,47.06216,17.65,-1.19999999999999,-0.0298
97,"Impatiens noli-tangere",47.06216,7.99808,2023-05-22,"gbif","7.99808_47.06216","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",914,7.99808,47.06216,11.3083333333334,7.99808,47.06216,121.416666666667,7.99808,47.06216,10.85,7.99808,47.06216,17.65,6.80000000000001,-0.0298
97,"Impatiens glandulifera",47.4192816667,7.5747933333,2025-08-31,"inat","7.5747933333_47.4192816667","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",471,7.5747933333,47.4192816667,13.6,7.5747933333,47.4192816667,97.8333333333333,7.5747933333,47.4192816667,18.85,7.5747933333,47.4192816667,20.2500000000001,1.40000000000003,0.8722
97,"Impatiens glandulifera",47.4192816667,7.5747933333,2025-08-31,"inat","7.5747933333_47.4192816667","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",471,7.5747933333,47.4192816667,13.6,7.5747933333,47.4192816667,97.8333333333333,7.5747933333,47.4192816667,18.85,7.5747933333,47.4192816667,20.2500000000001,1.40000000000003,0.8722
97,"Impatiens glandulifera",47.4192816667,7.5747933333,2025-08-31,"inat","7.5747933333_47.4192816667","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",471,7.5747933333,47.4192816667,13.6,7.5747933333,47.4192816667,97.8333333333333,7.5747933333,47.4192816667,16.35,7.5747933333,47.4192816667,20.2500000000001,3.90000000000003,0.8722
97,"Impatiens noli-tangere",47.09524,9.184,2025-07-12,"gbif","9.184_47.09524","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1144,9.184,47.09524,9.4666666666667,9.184,47.09524,166.833333333333,9.184,47.09524,18.2500000000001,9.184,47.09524,15.65,-2.60000000000002,0.0544
97,"Impatiens noli-tangere",47.09524,9.184,2025-07-12,"gbif","9.184_47.09524","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1144,9.184,47.09524,9.4666666666667,9.184,47.09524,166.833333333333,9.184,47.09524,18.85,9.184,47.09524,15.65,-3.19999999999999,0.0544
97,"Impatiens noli-tangere",47.09524,9.184,2025-07-12,"gbif","9.184_47.09524","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1144,9.184,47.09524,9.4666666666667,9.184,47.09524,166.833333333333,9.184,47.09524,16.35,9.184,47.09524,15.65,-0.699999999999989,0.0544
97,"Impatiens glandulifera",46.8065735853,9.2732475809,2025-08-22,"inat","9.2732475809_46.8065735853","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1099,9.2732475809,46.8065735853,11.225,9.2732475809,46.8065735853,94.5,9.2732475809,46.8065735853,18.2500000000001,9.2732475809,46.8065735853,17.85,-0.400000000000034,0.5565
97,"Impatiens glandulifera",46.8065735853,9.2732475809,2025-08-22,"inat","9.2732475809_46.8065735853","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1099,9.2732475809,46.8065735853,11.225,9.2732475809,46.8065735853,94.5,9.2732475809,46.8065735853,18.65,9.2732475809,46.8065735853,17.85,-0.800000000000011,0.5565
97,"Impatiens glandulifera",46.8065735853,9.2732475809,2025-08-22,"inat","9.2732475809_46.8065735853","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1099,9.2732475809,46.8065735853,11.225,9.2732475809,46.8065735853,94.5,9.2732475809,46.8065735853,16.35,9.2732475809,46.8065735853,17.85,1.5,0.5565
97,"Impatiens noli-tangere",46.15763,8.63609,2024-07-09,"gbif","8.63609_46.15763","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",594,8.63609,46.15763,13.9333333333333,8.63609,46.15763,107,8.63609,46.15763,18.2500000000001,8.63609,46.15763,21.15,2.89999999999998,0.399
97,"Impatiens noli-tangere",46.15763,8.63609,2024-07-09,"gbif","8.63609_46.15763","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",594,8.63609,46.15763,13.9333333333333,8.63609,46.15763,107,8.63609,46.15763,18.65,8.63609,46.15763,21.15,2.5,0.399
97,"Impatiens noli-tangere",46.15763,8.63609,2024-07-09,"gbif","8.63609_46.15763","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",594,8.63609,46.15763,13.9333333333333,8.63609,46.15763,107,8.63609,46.15763,18.65,8.63609,46.15763,21.15,2.5,0.399
97,"Impatiens noli-tangere",47.45174,9.39464,2025-07-03,"gbif","9.39464_47.45174","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",694,9.39464,47.45174,11.9833333333333,9.39464,47.45174,124.75,9.39464,47.45174,18.15,9.39464,47.45174,19.15,1,0.2156
97,"Impatiens noli-tangere",47.45174,9.39464,2025-07-03,"gbif","9.39464_47.45174","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",694,9.39464,47.45174,11.9833333333333,9.39464,47.45174,124.75,9.39464,47.45174,18.65,9.39464,47.45174,19.15,0.5,0.2156
97,"Impatiens noli-tangere",47.45174,9.39464,2025-07-03,"gbif","9.39464_47.45174","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",694,9.39464,47.45174,11.9833333333333,9.39464,47.45174,124.75,9.39464,47.45174,18.65,9.39464,47.45174,19.15,0.5,0.2156
97,"Impatiens glandulifera",47.43384,9.16056,2025-04-23,"gbif","9.16056_47.43384","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",537,9.16056,47.43384,12.7,9.16056,47.43384,114.416666666667,9.16056,47.43384,18.15,9.16056,47.43384,19.95,1.80000000000001,0.3458
97,"Impatiens glandulifera",47.43384,9.16056,2025-04-23,"gbif","9.16056_47.43384","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",537,9.16056,47.43384,12.7,9.16056,47.43384,114.416666666667,9.16056,47.43384,16.2500000000001,9.16056,47.43384,19.95,3.69999999999999,0.3458
97,"Impatiens glandulifera",47.43384,9.16056,2025-04-23,"gbif","9.16056_47.43384","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",537,9.16056,47.43384,12.7,9.16056,47.43384,114.416666666667,9.16056,47.43384,18.65,9.16056,47.43384,19.95,1.30000000000001,0.3458
97,"Impatiens glandulifera",47.27562,7.98119,2025-04-25,"gbif","7.98119_47.27562","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",623,7.98119,47.27562,12.9166666666667,7.98119,47.27562,117.25,7.98119,47.27562,18.15,7.98119,47.27562,19.55,1.39999999999998,0.4592
97,"Impatiens glandulifera",47.27562,7.98119,2025-04-25,"gbif","7.98119_47.27562","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",623,7.98119,47.27562,12.9166666666667,7.98119,47.27562,117.25,7.98119,47.27562,16.2500000000001,7.98119,47.27562,19.55,3.29999999999995,0.4592
97,"Impatiens glandulifera",47.27562,7.98119,2025-04-25,"gbif","7.98119_47.27562","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",623,7.98119,47.27562,12.9166666666667,7.98119,47.27562,117.25,7.98119,47.27562,18.65,7.98119,47.27562,19.55,0.899999999999977,0.4592
97,"Impatiens glandulifera",47.1956,9.37406,2025-05-26,"gbif","9.37406_47.1956","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1053,9.37406,47.1956,10.0666666666667,9.37406,47.1956,152.75,9.37406,47.1956,14.35,9.37406,47.1956,16.15,1.80000000000001,0.1384
97,"Impatiens glandulifera",47.1956,9.37406,2025-05-26,"gbif","9.37406_47.1956","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1053,9.37406,47.1956,10.0666666666667,9.37406,47.1956,152.75,9.37406,47.1956,16.2500000000001,9.37406,47.1956,16.15,-0.100000000000023,0.1384
97,"Impatiens glandulifera",47.1956,9.37406,2025-05-26,"gbif","9.37406_47.1956","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1053,9.37406,47.1956,10.0666666666667,9.37406,47.1956,152.75,9.37406,47.1956,18.65,9.37406,47.1956,16.15,-2.5,0.1384
97,"Impatiens glandulifera",47.30393,8.07227,2025-04-28,"gbif","8.07227_47.30393","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",564,8.07227,47.30393,13.1583333333334,8.07227,47.30393,116,8.07227,47.30393,14.35,8.07227,47.30393,19.85,5.5,0.5339
97,"Impatiens glandulifera",47.30393,8.07227,2025-04-28,"gbif","8.07227_47.30393","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",564,8.07227,47.30393,13.1583333333334,8.07227,47.30393,116,8.07227,47.30393,15.95,8.07227,47.30393,19.85,3.89999999999998,0.5339
97,"Impatiens glandulifera",47.30393,8.07227,2025-04-28,"gbif","8.07227_47.30393","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",564,8.07227,47.30393,13.1583333333334,8.07227,47.30393,116,8.07227,47.30393,18.65,8.07227,47.30393,19.85,1.19999999999999,0.5339
97,"Impatiens glandulifera",47.28788,9.09885,2025-05-27,"gbif","9.09885_47.28788","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",623,9.09885,47.28788,12.7083333333334,9.09885,47.28788,136.083333333333,9.09885,47.28788,14.35,9.09885,47.28788,19.35,5,0.0997
97,"Impatiens glandulifera",47.28788,9.09885,2025-05-27,"gbif","9.09885_47.28788","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",623,9.09885,47.28788,12.7083333333334,9.09885,47.28788,136.083333333333,9.09885,47.28788,15.95,9.09885,47.28788,19.35,3.39999999999998,0.0997
97,"Impatiens glandulifera",47.28788,9.09885,2025-05-27,"gbif","9.09885_47.28788","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",623,9.09885,47.28788,12.7083333333334,9.09885,47.28788,136.083333333333,9.09885,47.28788,18.2500000000001,9.09885,47.28788,19.35,1.09999999999997,0.0997
97,"Impatiens noli-tangere",47.51028,8.26829,2024-04-25,"gbif","8.26829_47.51028","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",556,8.26829,47.51028,13.15,8.26829,47.51028,106.416666666667,8.26829,47.51028,18.35,8.26829,47.51028,19.85,1.5,0.2063
97,"Impatiens noli-tangere",47.51028,8.26829,2024-04-25,"gbif","8.26829_47.51028","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",556,8.26829,47.51028,13.15,8.26829,47.51028,106.416666666667,8.26829,47.51028,18.35,8.26829,47.51028,19.85,1.5,0.2063
97,"Impatiens noli-tangere",47.51028,8.26829,2024-04-25,"gbif","8.26829_47.51028","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",556,8.26829,47.51028,13.15,8.26829,47.51028,106.416666666667,8.26829,47.51028,18.85,8.26829,47.51028,19.85,1,0.2063
97,"Impatiens glandulifera",47.27085,7.97714,2025-04-28,"gbif","7.97714_47.27085","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",582,7.97714,47.27085,12.8916666666667,7.97714,47.27085,115.666666666667,7.97714,47.27085,19.15,7.97714,47.27085,19.55,0.399999999999977,0.1048
97,"Impatiens glandulifera",47.27085,7.97714,2025-04-28,"gbif","7.97714_47.27085","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",582,7.97714,47.27085,12.8916666666667,7.97714,47.27085,115.666666666667,7.97714,47.27085,15.95,7.97714,47.27085,19.55,3.59999999999997,0.1048
97,"Impatiens glandulifera",47.27085,7.97714,2025-04-28,"gbif","7.97714_47.27085","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",582,7.97714,47.27085,12.8916666666667,7.97714,47.27085,115.666666666667,7.97714,47.27085,18.2500000000001,7.97714,47.27085,19.55,1.29999999999995,0.1048
97,"Impatiens noli-tangere",46.56304,6.29744,2024-09-01,"gbif","6.29744_46.56304","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1361,6.29744,46.56304,8.73333333333335,6.29744,46.56304,152.75,6.29744,46.56304,19.15,6.29744,46.56304,15.05,-4.10000000000002,0.2517
97,"Impatiens noli-tangere",46.56304,6.29744,2024-09-01,"gbif","6.29744_46.56304","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1361,6.29744,46.56304,8.73333333333335,6.29744,46.56304,152.75,6.29744,46.56304,18.2500000000001,6.29744,46.56304,15.05,-3.20000000000005,0.2517
97,"Impatiens noli-tangere",46.56304,6.29744,2024-09-01,"gbif","6.29744_46.56304","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",1361,6.29744,46.56304,8.73333333333335,6.29744,46.56304,152.75,6.29744,46.56304,18.2500000000001,6.29744,46.56304,15.05,-3.20000000000005,0.2517
97,"Impatiens noli-tangere",46.35849,8.793272,2023-07-15,"gbif","8.793272_46.35849","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",962,8.793272,46.35849,10.9083333333334,8.793272,46.35849,112.25,8.793272,46.35849,19.15,8.793272,46.35849,18.2500000000001,-0.899999999999977,0.3792
97,"Impatiens noli-tangere",46.35849,8.793272,2023-07-15,"gbif","8.793272_46.35849","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",962,8.793272,46.35849,10.9083333333334,8.793272,46.35849,112.25,8.793272,46.35849,18.2500000000001,8.793272,46.35849,18.2500000000001,0,0.3792
97,"Impatiens noli-tangere",46.35849,8.793272,2023-07-15,"gbif","8.793272_46.35849","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",962,8.793272,46.35849,10.9083333333334,8.793272,46.35849,112.25,8.793272,46.35849,18.65,8.793272,46.35849,18.2500000000001,-0.399999999999977,0.3792
97,"Impatiens glandulifera",47.43414,9.16042,2025-04-23,"gbif","9.16042_47.43414","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",537,9.16042,47.43414,12.7,9.16042,47.43414,114.416666666667,9.16042,47.43414,18.35,9.16042,47.43414,19.95,1.60000000000002,0.3458
